name,province,price,bedroom,bathroom,parkingarea,surfacearea,buildingarea,link
HUNIAN MINIMALIS MODERN KONSEP BALI PREMIUM  TERLARIS DI SETU - BEKASI,Bekasi,452 Juta,2,1,0,75,42,https://www.rumah123.com/properti/bekasi/hos9615643/
Rumah di Cluster Aralia Harapan Indah Bekasi,Bekasi,"1,75 Miliar",3,2,1,160,125,https://www.rumah123.com/properti/bekasi/hos9543305/
Rumah di Cluster Taman Sari Harapan Indah Bekasi,Bekasi,1 Miliar,2,1,1,112,112,https://www.rumah123.com/properti/bekasi/hos9592580/
Rumah TKI 1,Bandung,750 Juta,3,2,1,147,113,https://www.rumah123.com/properti/bandung/hos9119445/
Rumah Murah Mewah dkt Stasiun Bojonggede CCM Siap Huni,Bogor,350 Juta,2,1,0,61,48,https://www.rumah123.com/properti/bogor/hos1847582/
Rumah 2 lantai CLUSTER STRATEGIS Pinggir Jalan Curug Agung TANAH BARU Dekat Pintu TOL Desari MURAH,Depok,700 Juta,3,2,1,72,90,https://www.rumah123.com/properti/depok/hos9203564/
Rumah Nyaman CLUSTER STRATEGIS Dekat Mall DTC MAHARAJA Rangkapan Jaya Panmas Dan PINTU TOL Desari,Depok,375 Juta,2,1,1,60,36,https://www.rumah123.com/properti/depok/hos9600550/
rumah ready di lokasi strategis dekat tol,Bandung,150 Juta,2,1,0,60,40,https://www.rumah123.com/properti/bandung/hos7788620/
rumah siap huni Lokasi STRATEGIS di Bandung,Bandung,200 Juta,2,1,0,60,40,https://www.rumah123.com/properti/bandung/hos7781065/
rumah Nyaman  terjangkau,Bandung,150 Juta,2,1,0,42,30,https://www.rumah123.com/properti/bandung/hos7777780/
"Rumah di Cileungsi Posisi Hoek, Kualitas Top",Bogor,268 Juta,2,1,1,120,26,https://www.rumah123.com/properti/bogor/hos9546682/
"Rumah Keluarga di Cileungsi, Perumahan Elite Kualitas Luar Biasa",Bogor,374 Juta,2,1,1,72,36,https://www.rumah123.com/properti/bogor/hos9633605/
hunian nyaman untuk keluarga anda pembayaran syariah langsung,Bandung,480 Juta,3,2,0,100,80,https://www.rumah123.com/properti/bandung/hos7869288/
Hunian nyaman untuk keluarga anda gaya modern,Bandung,280 Juta,2,1,0,70,50,https://www.rumah123.com/properti/bandung/hos7869342/
Hunian nyaman untuk keluarga,Bandung,300 Juta,3,1,0,70,50,https://www.rumah123.com/properti/bandung/hos9043645/
Hunian nyaman untuk keluarga dengan konsep free design sesuai dengan kebutuhan keluarga,Bandung,450 Juta,3,2,1,120,80,https://www.rumah123.com/properti/bandung/hos9659540/
rumah minimalis strategis,Depok,"1,65 Miliar",3,2,0,105,150,https://www.rumah123.com/properti/depok/hos8634770/
Rumah Komplek Graha Puragabaya Bandung,Bandung,"1,75 Miliar",4,3,1,148,200,https://www.rumah123.com/properti/bandung/hos9836751/
Rumah Di Cigadung Selatan Bandung,Bandung,"4,8 Miliar",4,4,2,315,218,https://www.rumah123.com/properti/bandung/hos9740598/
CEPAT RUMAH LOKASI BAGUS DAN STRATEGIS DI CILENDEK BARAT - BOGOR (SR),Bogor,"1,98 Miliar",5,4,1,322,200,https://www.rumah123.com/properti/bogor/hos9578534/
"Sentul city,bogor",Bogor,950 Juta,2,1,1,126,60,https://www.rumah123.com/properti/bogor/hos9718052/
Rumah Siap huni di Taman Kopo Indah 2,Bandung,"2,8 Miliar",4,6,2,240,300,https://www.rumah123.com/properti/bandung/hos9384584/
YUK MILIKI RUMAH IMPIAN DENGAN HARGA MIRING!! (HARAPAN INDAH) 12755 FD,Bekasi,"1,1 Miliar",3,3,1,94,135,https://www.rumah123.com/properti/bekasi/hos9534753/
SEGERA MILIKI ! RUMAH MEWAH HARGA TERMURAH!! (HARAPAN INDAH) 12692 FD,Bekasi,"1,6 Miliar",4,3,1,131,225,https://www.rumah123.com/properti/bekasi/hos9538314/
rumah baru sistem cluster pinggir jalan raya,Bandung Barat,398 Juta,2,1,0,104,30,https://www.rumah123.com/properti/bandung-barat/hos8807878/
Rumah Baru Sitem Cluster Pinggir Jalan Raya tipe 21,Bandung Barat,462 Juta,1,1,0,104,21,https://www.rumah123.com/properti/bandung-barat/hos8811952/
"Rumah Murah Luas Posisi Hook di Jatihandap dkt Surapati Core, Saung Udjo",Bandung,"1,05 Miliar",2,1,1,150,45,https://www.rumah123.com/properti/bandung/hos9672356/
Jual Villa Keren Bandung,Bandung,818 Juta,1,2,2,500,128,https://www.rumah123.com/properti/bandung/hos9756416/
DIBAWAH NJOP !! RUMAH BATU INDAH BATUNUNGGAL ,Bandung,"2,45 Miliar",6,1,1,356,200,https://www.rumah123.com/properti/bandung/hos9754829/
Rumah mewah di Depok kualitas terbaik,Depok,300 Juta,2,1,1,70,45,https://www.rumah123.com/properti/depok/hos9754342/
RUMAH SUBSIDI BERKUALITAS DI PURWADADI SUBANG,Subang,150 Juta,2,1,1,60,30,https://www.rumah123.com/properti/subang/hos9528438/
Rumah Baru Termurah Lepas Cepat Cluster Asera 1 South Harapan Indah Bekasi,Bekasi,"2,2 Miliar",3,3,1,144,157,https://www.rumah123.com/properti/bekasi/hos9327260/
Rumah Murah 2 Lt Lepas Cepat dan BU Perumahan Permata Bekasi 1 Timur,Bekasi,"1,05 Miliar",4,2,1,128,175,https://www.rumah123.com/properti/bekasi/hos9549799/
Rumah Cantik Asri Dan Minimalis Khusus Cash,Bandung,311 Juta,2,1,0,70,50,https://www.rumah123.com/properti/bandung/hos7304990/
rumah termurah siap huni di legenda wisata Cibubur,Bogor,2 Miliar,4,3,1,180,160,https://www.rumah123.com/properti/bogor/hos9609534/
Di  Rumah Harapan Indah Bekasi cluster Taman Sari,Bekasi,"1,7 Miliar",5,3,0,126,250,https://www.rumah123.com/properti/bekasi/hos9712359/
Rumah Baru Design Nuansa Bali di Cijambe Pasirjati Cilengkrang Bandung Harga Di Bawah Pasaran,Bandung,579 Juta,2,2,1,72,55,https://www.rumah123.com/properti/bandung/hos9714091/
RUMAH BARU SAYAP BATUNUNGGAL LOKASI STRATEGIS DAN BEBAS BANJIR,Bandung,"1,75 Miliar",4,3,2,100,150,https://www.rumah123.com/properti/bandung/hos9714074/
Di  rumah lokasi karawang kota,Karawang,700 Juta,2,1,0,100,60,https://www.rumah123.com/properti/karawang/hos9310834/
Rumah murah bandung selatan..lokasi pinggir jalan raya bandung,Bandung,165 Juta,2,1,1,36,50,https://www.rumah123.com/properti/bandung/hos9519767/
Rumah Elegan di Antapani Bandung,Bandung,"4,5 Miliar",6,3,0,340,265,https://www.rumah123.com/properti/bandung/hos9106220/
Rumah Minimalis Modern 2 Lantai di Antapani,Bandung,"1,6 Miliar",4,4,0,134,130,https://www.rumah123.com/properti/bandung/hos9702274/
Rumah Grand Cikarang City,Bekasi,350 Juta,2,1,1,72,54,https://www.rumah123.com/properti/bekasi/hos9749637/
Rumah 3 Lantai Di Rawalumbu Bekasi (PRK),Bekasi,"2,5 Miliar",3,3,1,180,360,https://www.rumah123.com/properti/bekasi/hos9695593/
"Rumah Lokasi Emas, 2Km ke Tol Cibubur, Jl kaki ke Stasiun LRT, KPR Ready",Depok,"1,4 Miliar",3,3,0,127,90,https://www.rumah123.com/properti/depok/hos8352637/
RUMAH ASRI DENGAN HALAMAN 1000M2 BANDUNG,Bandung,3 Miliar,5,10,0,1200,200,https://www.rumah123.com/properti/bandung/hos9676236/
RUMAH MEWAH HOOK DIJUAL MURAH,Cimahi,"3,25 Miliar",4,3,1,500,650,https://www.rumah123.com/properti/cimahi/hos9671843/
Rumah seccoundary dalam kavling luas tanah besar dengan akses 2 mobil lebar dekat tol dan strategis di jatiwaringin pondok gede  bekasi  jawa barat,Bekasi,"2,5 Miliar",3,2,2,240,180,https://www.rumah123.com/properti/bekasi/hos9508660/
cepat siap huni  rumah minimalis mewah lokasi strategis di jatiwaringin,Bekasi,"3,3 Miliar",3,3,0,242,220,https://www.rumah123.com/properti/bekasi/hos7992362/
Siap Huni Smart Home di Jatiasih,Bekasi,500 Juta,2,1,1,60,40,https://www.rumah123.com/properti/bekasi/hos9674615/
Rumah 2 Lantai di Kawasan Elite Karawang,Karawang,"1,26 Miliar",2,2,1,91,81,https://www.rumah123.com/properti/karawang/hos9855690/
cepat rumah di jatibening estate Bekasi,Bekasi,"1,3 Miliar",3,2,1,100,150,https://www.rumah123.com/properti/bekasi/hos8895682/
cepat rumah 2 lantai termurah di harapan indah Bekasi,Bekasi,900 Juta,3,3,1,110,180,https://www.rumah123.com/properti/bekasi/hos9806014/
Rumah Cibaligo Permai,Bandung Barat,"4,5 Miliar",6,4,3,840,350,https://www.rumah123.com/properti/bandung/hos9635043/
Rumah Keren 2 lantai,Bandung,"2,8 Miliar",5,3,3,161,239,https://www.rumah123.com/properti/bandung/hos9712357/
Rumah Nyaman Free Biaya Dekat Tol Jagorawi,Bogor,650 Juta,2,1,0,82,54,https://www.rumah123.com/properti/bekasi/hos9587541/
"RUMAH BARU MINIMALIS DUA LANTAI DI CLUSTER ANTAPANI, DEKAT TERUSAN JAKARTA, ANTAPANI, KOTA BANDUNG",Bandung,"1,5 Miliar",4,4,0,134,126,https://www.rumah123.com/properti/bandung/hos9261229/
Rumah Murah Deket tol Bojong Sari Pamulang Di Bojong Sari Depok,Depok,695 Juta,3,2,1,60,70,https://www.rumah123.com/properti/depok/hos9496904/
Rumah Murah 2 Lantai Dekat Pintu Tol Cibubur,Bekasi,730 Juta,3,2,0,60,60,https://www.rumah123.com/properti/bekasi/hos8948557/
Strategis Rumah Murah di Cikutra Cigadung Bandung,Bandung,"2,6 Miliar",7,7,2,298,500,https://www.rumah123.com/properti/bandung/hos9675587/
Rumah Asri Terawat Antapani Bandung Timur,Bandung,"1,75 Miliar",3,2,1,151,250,https://www.rumah123.com/properti/bandung/hos9667811/
"Sentul City, Cluster Hilltop, Rumah Cantik terawat Dijual",Bogor,"3,7 Miliar",4,3,3,315,150,https://www.rumah123.com/properti/bogor/hos9710939/
rumah cilengsi BOGOR,Bogor,950 Juta,3,2,1,108,162,https://www.rumah123.com/properti/bogor/hos9565415/
Unit terakhir Rumah 2 lantai bangunan baru di Cijagra Buah batu,Bandung,"2,57 Miliar",4,4,1,150,170,https://www.rumah123.com/properti/bandung/hos9657520/
Rumah Murah dan Nyaman di Pusat Karawang,Karawang,531 Juta,2,1,1,66,35,https://www.rumah123.com/properti/karawang/hos9855651/
JRG ADA !! RUMAH TERAWAT TURANGGA STRATEGIS ,Bandung,"3,3 Miliar",4,2,2,306,200,https://www.rumah123.com/properti/bandung/hos9709683/
Rumah lama hitung tanah di Jati Rahayu Bekasidekat exit tol jatiwarna. cocok untuk gudang,Bekasi,"3,95 Miliar",6,3,0,760,350,https://www.rumah123.com/properti/bekasi/hos5926361/
Sentul City Bogor,Bogor,"4,5 Miliar",4,2,2,334,350,https://www.rumah123.com/properti/bogor/hos9854030/
"Rumah murah parung panjang, rumah murah daerah parung panjang, rumah dp murah di parung panjang, rumah murah di parung panjang",Bogor,373 Juta,2,1,1,99,36,https://www.rumah123.com/properti/bogor/hos9499802/
Dijual rumah murah dekat jangle lands Sentul city,Bogor,785 Juta,2,1,0,105,50,https://www.rumah123.com/properti/bogor/hos9553775/
"RUMAH SIAP HUNI DIBUKIT CIMANGGU CITY, ACCESS TOL LANGSUNG JAKARTA, LOKASI SANGAT STRATEGIS",Bogor,"1,7 Miliar",2,1,0,180,100,https://www.rumah123.com/properti/bogor/hos9298387/
Rumah Murah Berkualitas Dekat Tol DESARI,Bogor,800 Juta,3,2,1,70,55,https://www.rumah123.com/properti/bogor/hos9707872/
Setra Duta Casa Victoria,Bandung,"2,65 Miliar",3,2,0,76,225,https://www.rumah123.com/properti/bandung/hos9205622/
Rumah Siap Huni dikawasan Sejuk Cinere Depok,Depok,"1,4 Miliar",4,2,0,150,100,https://www.rumah123.com/properti/depok/hos9660768/
RUMAH DI KOMPLEK ALAMANDA TUBAGUS ISMAIL BANDUNG,Bandung,"3,3 Miliar",4,2,0,253,175,https://www.rumah123.com/properti/bandung/hos8665978/
Rumah Jepang kolam renang di cihanjuang Bandung,Bandung,975 Juta,2,2,1,152,50,https://www.rumah123.com/properti/bandung/hos7825148/
"Rumah mezzanine di Buahbatu dkt Transmart, STT Telkom",Bandung,440 Juta,2,1,1,80,48,https://www.rumah123.com/properti/bandung/hos9624380/
"Rumah Siap huni di Padasuka Bandung dekat Cicadas, cicaheum, suci",Bandung,695 Juta,2,1,1,100,45,https://www.rumah123.com/properti/bandung/hos9639659/
Vila Bandung Cantik View Indah Kawasan Wisata,Bandung,718 Juta,1,2,2,500,128,https://www.rumah123.com/properti/bandung/hos9661123/
Rumah ready Green View3 sawangan harga terjangkau,Depok,346 Juta,2,1,1,84,36,https://www.rumah123.com/properti/depok/hos9632200/
Rumah 2 Lantai Ready Tinggal AJB Full Balkon Shm,Banjar,995 Juta,3,3,0,96,80,https://www.rumah123.com/properti/banjar/hos9661208/
Rumah Minimalis Eklusif Mewah Indent,Bandung,"4,99 Miliar",3,3,2,303,345,https://www.rumah123.com/properti/bandung/hos9657824/
Rumah 2 Lantai Cluster Akses Toll Cimanggis Bebas Banjir,Bogor,"1,4 Miliar",3,3,2,150,100,https://www.rumah123.com/properti/bogor/hos8647727/
Best seller !! rumah baru 2 lantai dalem komplek Cisaranten arcamanik,Bandung,"1,69 Miliar",4,3,1,119,125,https://www.rumah123.com/properti/bandung/hos9633979/
Rumah mewah dan minimalis andir di bandung kota dekat bandara dan rumah sakit,Bandung,"1,31 Miliar",3,2,0,45,60,https://www.rumah123.com/properti/bandung/hos9312771/
Rumah cantik dan minimalis tengah kota dekat RS rajawali dan pasar andir bandung kota.,Bandung,"1,33 Miliar",3,2,0,45,60,https://www.rumah123.com/properti/bandung/hos9312821/
RUMAH MURAH IDAMAN MINIMALIS SYARIAH di BANDUNG,Bandung,245 Juta,3,2,0,70,50,https://www.rumah123.com/properti/bandung/hos7748401/
""" Town House Andir Bandung cluster mewah &amp; elegant bergaya Real Estate, telah hadir di kota Bandung """,Bandung,"1,42 Miliar",4,3,1,66,104,https://www.rumah123.com/properti/bandung/hos9455209/
RUMAH  MEWAH CANTIK MINIMALIS,Bandung,380 Juta,3,2,0,120,70,https://www.rumah123.com/properti/bandung/hos8104518/
rumah cantik berkolam renang dengan view indah sayap cikutra cigadung kota bandung,Bandung,"2,6 Miliar",8,7,0,272,400,https://www.rumah123.com/properti/bandung/hos8987237/
Rumah 2 lantai murah 20 menit ke pusat kota bogor harga nego,Bogor,950 Juta,3,3,0,120,180,https://www.rumah123.com/properti/bogor/hos9131892/
Rumah Siap Huni Dekat Pasar Induk Cibitung Bekasi,Bekasi,460 Juta,2,1,1,72,47,https://www.rumah123.com/properti/bekasi/hos9659344/
Rumah Cantik Siap Huni di Batununggal,Bandung,2 Miliar,4,2,0,126,160,https://www.rumah123.com/properti/bandung/hos7524378/
"Rumah Cantik Design Minimalis Harga Jauh Dibawah Pasaran Sekitar, Terletak Sangat Strategis!",Bogor,560 Juta,3,2,0,80,45,https://www.rumah123.com/properti/bogor/hos8309530/
Rumah  Di Kierana Indah Residence 2,Depok,350 Juta,2,1,1,60,36,https://www.rumah123.com/properti/bogor/hos9464600/
Rumah syariah siap huni,Bandung,382 Juta,3,2,0,100,70,https://www.rumah123.com/properti/bandung/hos8044388/
Rumah ari minimalis siap huni,Bandung,166 Juta,2,1,0,40,30,https://www.rumah123.com/properti/bandung/hos8009060/
Rumah murah dibandung dekat tol kopo,Bandung,221 Juta,2,1,1,60,40,https://www.rumah123.com/properti/bandung/hos9571560/
#Rumh berkualitas harga standar,Bandung,135 Juta,2,1,1,55,36,https://www.rumah123.com/properti/bandung/hos9618792/
Dijual Rumah 2 lantai strategis di Depok 2 hanya 10 menit pintu tol Cijago dan Margonda,Depok,870 Juta,3,2,2,71,61,https://www.rumah123.com/properti/depok/hos9264898/
Dijual murah rumah 2 lantai strategis Depok 2 hanya 10menit tol Margonda dan Cijago,Depok,749 Juta,2,2,2,51,60,https://www.rumah123.com/properti/depok/hos9264683/
Dijual murah rumah 2 lantai gaya bali akses jalan utama hanya 2km atau 5 menit pintu tol cijago,Depok,747 Juta,2,2,2,63,51,https://www.rumah123.com/properti/depok/hos9244534/
Rumah murah komplek mega cinere lokasi bagus,Depok,"1,7 Miliar",4,3,0,180,120,https://www.rumah123.com/properti/depok/hos8947297/
"Rumah Siap Huni di Cilodong Depok, Lokasi Strategis",Depok,500 Juta,2,1,1,77,40,https://www.rumah123.com/properti/depok/hos9650587/
Rumah ex Industri Taman Cibaduyut Indah Kota Bandung,Bandung,"1,5 Miliar",1,3,0,181,300,https://www.rumah123.com/properti/bandung/hos8686942/
"Rumah cantik dan murah, jalan raya pasir putih sawangan Depok",Depok,230 Juta,2,1,0,55,36,https://www.rumah123.com/properti/depok/hos9394724/
RUMAH DI BAWAH HARGA PASARAN DEKAT PINTU TOL,Depok,250 Juta,2,1,1,55,36,https://www.rumah123.com/properti/depok/hos8249459/
Rumah Minimalis Untuk Kaum Milenial,Depok,494 Juta,2,1,1,82,38,https://www.rumah123.com/properti/depok/hos7848411/
TURUN HARGA DARI 3 MILYAR JADI 2.7 MILYAR LANGKA - SAYAP VETERAN SAAD,Bandung,"2,7 Miliar",8,2,1,176,276,https://www.rumah123.com/properti/bandung/hos9649009/
Dijual Cepat Rumah siap huni,Bogor,750 Juta,3,2,0,96,70,https://www.rumah123.com/properti/bogor/hos9593761/
Dijual Rumah Batu indah 1 bandung,Bandung,"2,4 Miliar",3,3,1,340,150,https://www.rumah123.com/properti/bandung/hos9073944/
Rumah tengah kota bandung? Ini dia komp.Dadali,Bandung,"2,5 Miliar",3,2,0,220,110,https://www.rumah123.com/properti/bandung/hos8191386/
Rumah Cantik Di Arcamanik ,Bandung,"4,9 Miliar",4,4,1,400,392,https://www.rumah123.com/properti/bandung/hos9537504/
Rumah murah Siap Huni antapani,Bandung,"1,35 Miliar",5,3,2,160,180,https://www.rumah123.com/properti/bandung/hos9132581/
"JUAL RUGI!! RUMAH FULL FURNISH SUMMARECON BANDUNG, HARGA NEGO",Bandung,"1,69 Miliar",2,2,1,62,117,https://www.rumah123.com/properti/bandung/hos9655406/
Rumah Baru SHM dgn Fasilitas Kolam Renang,Bekasi,450 Juta,2,1,0,60,36,https://www.rumah123.com/properti/bekasi/hos9647244/
Rumah Baru & Exclusive (Sertifikat Hak Milik),Bekasi,"1,1 Miliar",3,2,2,77,150,https://www.rumah123.com/properti/bekasi/hos9363205/
"Cluster Green Paradiso,Tanpa DP, Rumah ready,Strategis",Bekasi,500 Juta,2,1,0,73,45,https://www.rumah123.com/properti/bekasi/hos9152861/
Cluster Palm Hook Full Renovasi,Bekasi,"3,5 Miliar",3,3,2,217,250,https://www.rumah123.com/properti/bekasi/hos9315044/
: Rumah Minimalis Murah (BU) Cepat Bagus Siap Huni Lokasi di Lingkungan Perumahan Elite. Selangkah ke toll Bintara,Bekasi,890 Juta,2,1,1,90,70,https://www.rumah123.com/properti/bekasi/hos9605759/
"RUMAH DI CINERE, T/B 300/156 HOOK, BEBAS BANJIR, BERSEBELAHAN DENGAN PINTU TOLL KRUKUT DESARI, SHM",Depok,3 Miliar,3,4,0,300,156,https://www.rumah123.com/properti/depok/hos7623214/
Rumah Di  Daerah Sawangan,Depok,"2,2 Miliar",4,2,1,233,200,https://www.rumah123.com/properti/depok/hos9605164/
KELAPA NUNGGAL RESIDENCE,Bandung,165 Juta,2,1,1,60,40,https://www.rumah123.com/properti/bandung/hos9588173/
Rumah Di Sutera Sawangan alam sutera,Depok,"1,26 Miliar",3,3,2,84,75,https://www.rumah123.com/properti/depok/hos9425748/
"Selangkah Puri Gading, Bebas Banjir, Akses 2 Mobil di Cluster Jatiasih",Bekasi,560 Juta,2,1,1,60,40,https://www.rumah123.com/properti/bekasi/hos9604177/
Free Dp & Biaya Biaya ! Emerald Terrace Exclusive Premium Cluster @Jatiasih,Bekasi,900 Juta,2,2,1,60,51,https://www.rumah123.com/properti/bekasi/hos9580171/
Rumah 4 kamar semi cluster Cantik di bandung,Bandung,500 Juta,4,2,0,120,80,https://www.rumah123.com/properti/bandung/hos8442402/
Rumah Nyaman lokasi strategis Bebas Banjir dekat ke kopo bandung kota bandung kabupaten,Bandung,500 Juta,4,2,0,120,80,https://www.rumah123.com/properti/bandung/hos8440711/
"TURUN HARGA,  rumah huk - di Taman Sari Bukit Bandung, Bandung Timur",Bandung,"2,35 Miliar",3,3,0,322,105,https://www.rumah123.com/properti/bandung/hos9551074/
Rumah siap huni di Pesona Bali City View - Parongpong Ciwaruga,Bandung,"1,25 Miliar",4,2,0,105,150,https://www.rumah123.com/properti/bandung/hos8694109/
"Rumah Mewah 2 Lantai Minimalis di Cluster Emily Premium, terbesar di Summarecon Bandung",Bandung,"4,7 Miliar",5,4,0,228,252,https://www.rumah123.com/properti/bandung/hos9601805/
Rumah BARU LUAS Semi Cluster Siap Huni STRATEGIS Di TANAH BARU Depok Dekat PINTU TOL Kukusan Cijago,Depok,750 Juta,2,1,2,100,45,https://www.rumah123.com/properti/depok/hos9423274/
Rumah cantik di bukit Dago,Bogor,780 Juta,2,1,0,90,45,https://www.rumah123.com/properti/bogor/hos8273246/
RUMAH MURAH MINIMALIS,Bandung,190 Juta,2,1,1,50,30,https://www.rumah123.com/properti/bogor/hos9589078/
"CLUSTER JELITA, BATUNUNGGAL, RUMAH MINIMALIS 2 LANTAI, BUAHBATU, KOTA BANDUNG",Bandung,"2,8 Miliar",5,4,2,200,200,https://www.rumah123.com/properti/bandung/hos9379686/
Rumah Nyaman Eklusif 5 Menit Ke Stasiun Kereta di GDC Depok,Depok,802 Juta,3,2,1,76,66,https://www.rumah123.com/properti/depok/hos9601827/
RUMAH MINIMALIS SIAP HUNI FAVORIT MILENIAL DI PANCORAN MAS DEPOK,Depok,720 Juta,2,1,1,90,55,https://www.rumah123.com/properti/depok/hos9547435/
Rumah Minimalis Ekslusif Nyaman Strategis di Sukmajaya Depok (5 Menit Ke Stasiun Kereta),Depok,800 Juta,3,2,1,75,70,https://www.rumah123.com/properti/depok/hos9605849/
Rumah di Sariwangi dekat Pasteur Sarijadi Gerlong Ciwaruga Parongpong 30 Menit Lembang,Bandung,693 Juta,3,2,2,61,50,https://www.rumah123.com/properti/bandung/hos9510361/
Rumah Di Cangkuang Soreang Dekat Kampung Sawah Gandasari Nagrak,Bandung,389 Juta,3,2,1,59,40,https://www.rumah123.com/properti/bandung/hos9542823/
"Sakura Regency LT 128 LB 200, DIPASARKAN CEPAT &amp; SIAP NEGO !",Bekasi,"1,5 Miliar",3,2,0,128,200,https://www.rumah123.com/properti/bekasi/hos7820491/
