name,link,city,price,bedroom,bathroom,parkingarea,surfacearea,buildingarea
Rumah murah 3 menit RSUD Timur Depok dekat Tol Cimanggis dan LRT,https://www.rumah123.com/properti/depok/hos9069751/,Depok,395 Juta,2,1,0,62,36
"Rumah Siap Huni 2 Lantai Sukmajaya Depok dekat Akses Tol, Stasiun akses jalan besar",https://www.rumah123.com/properti/depok/hos9470210/,Depok,840 Juta,3,2,1,80,80
Rumah Sayap Pajajaran,https://www.rumah123.com/properti/bandung/hos9636270/,Bandung,"2,6 Miliar",4,3,0,139,200
RUMAH ASRI STRATEGIS CLUSTER SUMIR SELANGKAH KE TOL JORR JATIWARNA,https://www.rumah123.com/properti/bekasi/hos9720530/,Bekasi,850 Juta,4,3,1,112,90
Rumah tanpa dp,https://www.rumah123.com/properti/bogor/hos9784967/,Bogor,437 Juta,2,1,0,72,36
Rumah Cakep Siap Huni Tengah Kota !,https://www.rumah123.com/properti/bandung/hos9780008/,Bandung,"1,4 Miliar",4,3,1,103,90
"Rumah Semi furnish Full Renov Tatar Wangsakerta Kota Baru Parahyangan, Padalarang Bandung",https://www.rumah123.com/properti/bandung/hos9724007/,Bandung,"1,95 Miliar",3,2,1,126,175
RUMAH MURAH DI CIPYUNG DEPOK,https://www.rumah123.com/properti/depok/hos8279513/,Depok,375 Juta,2,1,0,70,45
"Hunian Mewah Strategis 2Lt di Kota Bandung, One Gate System",https://www.rumah123.com/properti/bandung/hos9723381/,Bandung,"1,69 Miliar",3,2,2,120,125
RUMAH MEWAH EKSLUSIF LOKASI NEMPEL TOL DESARI DI PANCORAN MAS DEPOK,https://www.rumah123.com/properti/depok/hos9375495/,Depok,"1,41 Miliar",4,3,2,96,130
"Rumah 2,5 Lantai Mewah Ekslusif di Tanah Baru Beji Depok",https://www.rumah123.com/properti/depok/hos7854843/,Depok,"1,25 Miliar",3,3,1,74,140
Rumah 2 Lantai Nyaman Paling Strategis di Beji Kukusan Depok,https://www.rumah123.com/properti/depok/hos8137324/,Depok,890 Juta,3,3,1,85,150
Rumah Nyaman Siap Huni Akses 2 Mobil Lega Banget di Tanah Baru Depok,https://www.rumah123.com/properti/depok/hos8175668/,Depok,"1,37 Miliar",4,4,1,98,130
Rumah Nyaman Siap Huni Posisi di Hook di Tanah Baru Beji Depok,https://www.rumah123.com/properti/depok/hos8198116/,Depok,"1,3 Miliar",4,4,2,87,130
Rumah Mewah Nyaman Siap Huni di Tanah Baru Beji Depok,https://www.rumah123.com/properti/depok/hos7863968/,Depok,"1,26 Miliar",4,4,1,84,125
Rumah 2 Lantai Murah Nyaman Siap Huni 5 Menit Ke Tol Desari di Pancoran Mas,https://www.rumah123.com/properti/depok/hos9888819/,Depok,600 Juta,3,2,1,81,150
Rumah Minimalis Nyaman Siap Huni 5 Menit Ke Tol Desari di Pancoran Mas Depok,https://www.rumah123.com/properti/depok/hos9395744/,Depok,675 Juta,2,1,1,65,50
Rumah Strategis 2 Menit Ke Stasiun Kereta di Beji Depok,https://www.rumah123.com/properti/depok/hos9683486/,Depok,725 Juta,2,2,1,72,74
Hunian istimewa di lokasi strategis ,https://www.rumah123.com/properti/depok/hos9718854/,Depok,"1,23 Miliar",3,2,2,80,69
Rumah 2Lantai Minimalis Cikoneng Dekat STTT Telkom Buahbatu Bandung,https://www.rumah123.com/properti/bandung/hos9633025/,Bandung,418 Juta,2,1,1,80,48
Rumah Cantik Type Downslope Cinunuk Cibiru 2 Lantai Bandung,https://www.rumah123.com/properti/bandung/hos9797579/,Bandung,520 Juta,3,2,2,94,50
Rumah minimalis ,https://www.rumah123.com/properti/depok/hos9696516/,Depok,320 Juta,2,1,1,60,40
Rumah dengan lingkungan tenang di Kota Wisata Cibubur,https://www.rumah123.com/properti/bogor/hos9722133/,Bogor,"1,4 Miliar",3,2,1,119,77
Jual Rumah 2 Lantai Di Jln.Hankam Raya Pondok Melati Kota Bekasi,https://www.rumah123.com/properti/bekasi/hos7423206/,Bekasi,"1,33 Miliar",3,2,0,72,90
"RUMAH MURAH CICILAN HANYA 900 RB/BULAN,,SUBANG JAWA BARAT,MILIKI SEGERA UNIT TERBATAS,,",https://www.rumah123.com/properti/subang/hos9721874/,Subang,150 Juta,2,1,1,72,36
Rumah FULL RENOV jadi cantiq wangsakerta,https://www.rumah123.com/properti/bandung/hos8600365/,Bandung,"1,95 Miliar",3,2,0,126,150
Rumah readi dicipayung depok,https://www.rumah123.com/properti/depok/hos9721661/,Depok,650 Juta,3,1,0,70,90
Rumah Di Pangkalan Jati,https://www.rumah123.com/properti/depok/hos2161732/,Depok,"1,5 Miliar",4,2,0,128,126
Hunian Strategis dan Harga Minimalis,https://www.rumah123.com/properti/depok/hos9674844/,Depok,695 Juta,3,1,1,60,52
Rumah Cantik Cimahi Tengah 2 Lantai,https://www.rumah123.com/properti/cimahi/hos9674238/,Cimahi,2 Miliar,4,4,0,189,300
Jarang Ada Rumah Siap Huni Tengah Kota di Cisaranten Arcamanik,https://www.rumah123.com/properti/bandung/hos9672269/,Bandung,"1,2 Miliar",3,2,1,119,115
Rumah 2 lantai bangunan baru harga nego di Turangga,https://www.rumah123.com/properti/bandung/hos8234002/,Bandung,"2,35 Miliar",4,3,2,126,160
MURAH / BU !!! Cluster Baru Summer Blish Lippo Cikarang,https://www.rumah123.com/properti/cikarang/hos9673937/,Cikarang,"1,6 Miliar",4,4,2,183,148
Rumah bagus minimalis 2 lantai area pasirluyu kembar bkr,https://www.rumah123.com/properti/bandung/hos9673860/,Bandung,"2,1 Miliar",3,2,1,118,145
Rumah di Antapani Terawat dan Nyaman,https://www.rumah123.com/properti/bandung/hos8909326/,Bandung,"1,9 Miliar",3,2,0,246,250
RUMAH BARU SIAP HUNI DI TURANGGA BUAHBATU KOTA BANDUNG,https://www.rumah123.com/properti/bandung/hos9021662/,Bandung,"2,9 Miliar",4,3,0,135,180
RUMAH BARU SIAP HUNI DI PASIRLUYU DEKAT BUAHBATU KOTA BANDUNG.,https://www.rumah123.com/properti/bandung/hos9502757/,Bandung,"2,15 Miliar",4,3,2,118,145
Cluster siap huni mewah luas fasilitas lengkap lokasi 15 menit ke stasiun depok lama,https://www.rumah123.com/properti/depok/hos9858148/,Depok,820 Juta,3,2,1,52,80
Hunian Minimalis 2 Lantai Lokasi Strategis 7 Menit Ke Stasiun Depok Lama,https://www.rumah123.com/properti/depok/hos9763434/,Depok,869 Juta,3,2,2,70,68
Rumah Cluster Design Minimalis Lokasi 15 Menit Ke Stasiun Depok Lama,https://www.rumah123.com/properti/depok/hos7541914/,Depok,850 Juta,3,2,0,60,70
RUMAH FULL BANGUNAN ELYSIUM LIPPO CIKARANG,https://www.rumah123.com/properti/cikarang/hos8023194/,Cikarang,950 Juta,3,2,0,160,120
RUMAH BU SIAP HUNI 2 LANTAI POSISI HOOK FLORENCIA LIPPO CIKARANG,https://www.rumah123.com/properti/cikarang/hos8826384/,Cikarang,"1,35 Miliar",3,2,0,144,104
Permata Cimahi Jl Safir Dekat Patung Kuda Harus Segera Balik Nama Nich,https://www.rumah123.com/properti/bandung/hos9673516/,Bandung,800 Juta,3,2,2,140,110
PERUMAHAN GRAHAYANA KARAWANG TYPE ASWANA 2 LANTAI ,https://www.rumah123.com/properti/karawang/hos9668206/,Karawang,779 Juta,2,2,1,66,59
Cluster mewah desain menarik lingkungan nyaman lokasi 7 menit ke RS Citra medika,https://www.rumah123.com/properti/depok/hos9671405/,Depok,999 Juta,3,2,2,78,80
Dijual Rumah Di Villa Mutiara Gading 1,https://www.rumah123.com/properti/bekasi/hos9669672/,Bekasi,535 Juta,2,1,0,80,60
Rumah baru indent -+6 bulan custem dekat pintu toll,https://www.rumah123.com/properti/depok/hos3871515/,Depok,"2,25 Miliar",3,2,0,120,115
"Rumah Cluster Furnished Mewah di Galaxy, Bekasi",https://www.rumah123.com/properti/bekasi/hos6853841/,Bekasi,"2,35 Miliar",3,2,0,120,160
RUMAH BARU ! MEKARWANGI ! AKSES MUDAH ! LOKASI DEKAT PINTU UTAMA,https://www.rumah123.com/properti/bandung/hos9589812/,Bandung,"2,55 Miliar",3,1,2,146,160
DI BAWAH APRAISAL BANK ! RUMAH SIAP HUNI ! MURAHHH !,https://www.rumah123.com/properti/bandung/hos9623228/,Bandung,"2,15 Miliar",3,3,2,165,180
"Rumah Cantik Semifurnish 4KT di Kemang I, Kemang Pratama Bekasi",https://www.rumah123.com/properti/bekasi/hos8084198/,Bekasi,"2,5 Miliar",4,4,0,225,180
"Hunian Mewah bebas banjir cukup Bayar Uang Muka 10juta, Rumah Ready, Free all Biaya",https://www.rumah123.com/properti/bekasi/hos9612864/,Bekasi,"1,1 Miliar",3,2,2,84,51
Rumah Cantik Sudah Baring Kusen Almunium Siap Huni,https://www.rumah123.com/properti/bogor/hos9600343/,Bogor,"1,1 Miliar",3,2,0,119,100
Jual Rumah Komplek Sauyunan Cibaduyut Jarang Ada,https://www.rumah123.com/properti/bandung/hos9623836/,Bandung,850 Juta,2,2,1,84,116
Rumah Murah Subsidi Strategis dekat St.Cikarang Bekasi,https://www.rumah123.com/properti/bekasi/hos9623364/,Bekasi,168 Juta,2,1,1,60,29
Dijual Rumah Hoek Turangga Hitung tanah Rmh Layak Huni,https://www.rumah123.com/properti/bandung/hos9623425/,Bandung,"2,5 Miliar",4,2,1,236,200
Rumah Baru Taman Anggrek SEBELAH FESTIVAL CITYLINK,https://www.rumah123.com/properti/bandung/hos9449357/,Bandung,"2,7 Miliar",3,3,0,103,146
Di Jual Cepat Rumah di Bukit Cimanggu City Bogor,https://www.rumah123.com/properti/bogor/hos9892756/,Bogor,690 Juta,2,2,1,88,65
Di  Rumah 850 JT (Nego) Strategis Akses Toll,https://www.rumah123.com/properti/bekasi/hos9622799/,Bekasi,850 Juta,3,2,2,151,120
Rumah Fully Furnished di Biduri Residence Jatisampurna Bekasi,https://www.rumah123.com/properti/bekasi/hos9428252/,Bekasi,"1,65 Miliar",3,3,1,120,105
Rumah Siap Huni Termurah di Cluster Adara Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9212459/,Bekasi,"1,7 Miliar",2,2,0,126,100
Rumah Siap Huni di Cluster Taman Cemara Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9175979/,Bekasi,"3,5 Miliar",4,3,0,276,262
cepat rumah hook  termurah di cluster harmoni harapan indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9257104/,Bekasi,"1,2 Miliar",2,1,0,198,50
Rumah di Cluster Heliconia Harapan Indah bekasi,https://www.rumah123.com/properti/bekasi/hos8918041/,Bekasi,"2,1 Miliar",4,3,0,200,150
Rumah Termurah di Kemang Pratama Bekasi,https://www.rumah123.com/properti/bekasi/hos7426046/,Bekasi,"1,6 Miliar",3,2,0,135,100
Rumah dalam Cluster di Perumahan Narawangsa Jatiwaringin Bekasi,https://www.rumah123.com/properti/bekasi/hos8733019/,Bekasi,"2,3 Miliar",4,3,0,170,225
cepat rumah minimalis siap huni di cluster aralia harapan indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9806280/,Bekasi,"1,67 Miliar",4,4,0,160,152
"Rumah Murah di Cluster Jingganagara, kota baru parahyangan, bandung",https://www.rumah123.com/properti/bandung/hos9622555/,Bandung,"1,25 Miliar",2,1,1,108,48
"Rumah Minimalis Modern di Tatar Mayang Sunda, Kota Baru Parahyangan, Bandung",https://www.rumah123.com/properti/bandung/hos9622414/,Bandung,"2,5 Miliar",3,2,1,162,100
"Rumah Full furnished, cluster cipaku, bandung, siap huni, lingkungan nyaman",https://www.rumah123.com/properti/bandung/hos9621515/,Bandung,"2,8 Miliar",3,3,2,200,160
"Rumah Baru , siap huni, minimalis cantik, lingkungan mewah",https://www.rumah123.com/properti/bandung/hos9621055/,Bandung,"3,2 Miliar",3,3,1,157,180
Rumah Cluster Siap Huni Di Sawangan Depok Dekat Dengan Pintu Tol,https://www.rumah123.com/properti/depok/hos9190018/,Depok,335 Juta,2,1,1,60,40
"Rumah 1,5 lantai akses jl dalam prumahan lebar row 7 mtran ada  parkiran tamu security 24 jam",https://www.rumah123.com/properti/depok/hos9618516/,Depok,"1,27 Miliar",3,2,1,96,105
"Rumah baru bata merah siap huni, strategis dkt ke Galaxy Pekayon Bekasi Selatan",https://www.rumah123.com/properti/bekasi/hos9344727/,Bekasi,"1,35 Miliar",3,2,0,120,120
Rumh BAGUS FURNISHED STRATEGIS di Kemang Pratama Pekayon dkt Galaxy Bekasi,https://www.rumah123.com/properti/bekasi/hos9595300/,Bekasi,"2,7 Miliar",3,3,2,216,210
Rumah BARU LUAS MURAH di Kodau Jatimekar dkt Ratna JatiBening Bekasi,https://www.rumah123.com/properti/bekasi/hos9591056/,Bekasi,850 Juta,2,2,1,108,80
Rumah gaya Bali dekat pintu Tol Desari Sawangan dan stasiun Akses jalan lebar,https://www.rumah123.com/properti/depok/hos8444723/,Depok,795 Juta,3,2,0,63,70
Rumah Sayap Ciateul Lama Lokasi Strategis Pusat Kota,https://www.rumah123.com/properti/bandung/hos9315067/,Bandung,"1,05 Miliar",3,2,0,186,90
"Rumah Sayap Srimahi, Moh Ramdan, BKR Strategis dekat jalan utama",https://www.rumah123.com/properti/bandung/hos9558871/,Bandung,900 Juta,3,2,0,168,140
Rumah Murah di Cibubur Perbatesan Jakarta Timur dan Depok,https://www.rumah123.com/properti/depok/hos9338419/,Depok,375 Juta,2,1,0,50,30
Rumah Nyaman Siap Huni di Pancoran Mas Depok (5 Menit Ke Tol Desari),https://www.rumah123.com/properti/depok/hos9488177/,Depok,725 Juta,2,2,1,75,60
RUMAH MURAH MINIMALIS DI UJUNG BERUNG,https://www.rumah123.com/properti/bandung/hos8834306/,Bandung,350 Juta,2,1,1,72,45
RUMAH BARU MINIMALIS DI CIPAGERAN KARYA BAKTI,https://www.rumah123.com/properti/cimahi/hos7604331/,Cimahi,530 Juta,2,1,0,77,50
Rumah cantik siap huni di cibubur,https://www.rumah123.com/properti/bekasi/hos9722523/,Bekasi,"2,9 Miliar",4,5,2,203,256
"Cluster Exclusif Bojong Kulur Bebas Banjir, One gate Sistem. Full Bata Merah. High Spek",https://www.rumah123.com/properti/bekasi/hos6470415/,Bekasi,463 Juta,2,1,0,67,48
GRIYA DEPOK ASRI Fasilitas Umum Lengkap Rumah LUAS Nyaman STRATEGIS Di Depok 2 Tengah SUKMAJAYA,https://www.rumah123.com/properti/depok/hos8998129/,Depok,"1,75 Miliar",3,2,0,228,80
Rumah BARU SIAP HUNI Minimalis STRATEGIS Di TANAH BARU Depok Dekat Perbatasan Jagakarsa Jakarta,https://www.rumah123.com/properti/depok/hos8671026/,Depok,550 Juta,2,1,0,60,40
Rumah BAGUS Minimalis STRATEGIS Dalam CLUSTER Nyaman Di KELAPA DUA Cimanggis Depok Siap Huni,https://www.rumah123.com/properti/depok/hos9146917/,Depok,"1,15 Miliar",3,2,1,89,110
RUMAH ASRI DI PARAKAN MAS INDAH BANDUNG (ROWO) (16),https://www.rumah123.com/properti/bandung/hos9033019/,Bandung,"1,75 Miliar",2,1,0,205,80
RUMAH SIAP HUNI TAMAN BUKIT LAGADAR BANDUNG (ROWO) (36),https://www.rumah123.com/properti/bandung/hos9146462/,Bandung,"1,1 Miliar",3,3,0,120,160
Rinjani Rumah tinggal Nuansa Resort Bogor,https://www.rumah123.com/properti/bogor/hos8351387/,Bogor,651 Juta,2,1,0,33,72
Kerinci  Rumah Rasa Villa di Cikeas cibubur,https://www.rumah123.com/properti/bogor/hos8350467/,Bogor,867 Juta,3,2,0,84,53
Rumah Cantik Halaman Luas di Dalam Komplek Setra Dago Antapani Kota Bandung,https://www.rumah123.com/properti/bandung/hos9131445/,Bandung,"2,65 Miliar",3,2,2,250,98
Rumah mewah andir di bandung kota dekat bandara dan rumah sakit,https://www.rumah123.com/properti/bandung/hos9312771/,Bandung,"1,41 Miliar",3,2,0,45,60
Rumah cantik diPondok ungu permai sektor v,https://www.rumah123.com/properti/bekasi/hos9248743/,Bekasi,625 Juta,3,1,1,96,80
Rumah cantik harga menarik diharapan indah ,https://www.rumah123.com/properti/bekasi/hos9255248/,Bekasi,785 Juta,3,1,0,81,70
Rumah minimalis harga manis diperum harapan indah,https://www.rumah123.com/properti/bekasi/hos9285984/,Bekasi,925 Juta,3,2,0,94,80
Cari Rumah Mewah di Depok Kawasan Elit Bisa KPR Syariah,https://www.rumah123.com/properti/depok/hos9833800/,Depok,795 Juta,3,3,2,66,77
Rumah BAGUS LUAS STRATEGIS Dekat Pintu TOL Desari & Mall DTC Samping Perumahan Maharaja Panmas Depok,https://www.rumah123.com/properti/depok/hos9725319/,Depok,"1,15 Miliar",3,2,0,180,118
Rumah konsep rumah sehat 7 menit kestasiun 2 menit keangkutan umum,https://www.rumah123.com/properti/depok/hos9764971/,Depok,330 Juta,2,1,1,66,40
Rumah cluster cantik fasilitas lengkap harga ekonomis lokasi dekat RS Citra Medika dan Alun-Alun Kota Depok,https://www.rumah123.com/properti/depok/hos9763503/,Depok,695 Juta,3,2,2,60,60
Cluster 2 Lantai Exclusive ALA Scandinavian Lokasi 15 Menit Ke Stasiun Depok Lama,https://www.rumah123.com/properti/depok/hos9763824/,Depok,686 Juta,3,2,2,50,60
Cluster Citra Indah City,https://www.rumah123.com/properti/bogor/hos9764921/,Bogor,250 Juta,2,2,1,72,21
PERUMAHAN MEWAH EKSKLUSIF PINGGIR JALAN UTAMA CIWASTRA KOTA BANDUNG,https://www.rumah123.com/properti/bandung/hos9653295/,Bandung,831 Juta,3,2,1,70,68
Rumah Baru Cipayung Dijual Cepat Murah,https://www.rumah123.com/properti/depok/hos9764758/,Depok,850 Juta,3,3,1,109,144
(06AS) BAGUS NIH ! BURUAN SURVEY YUK UNITNYA RUMAH ASRI DI AREA SUMBERSARI BANDUNG,https://www.rumah123.com/properti/bandung/hos9183369/,Bandung,"2,5 Miliar",4,3,2,220,180
Rumah Siap Huni Bebas Banjir Free Kitchen Set Dicitayam,https://www.rumah123.com/properti/depok/hos9764591/,Depok,185 Juta,2,1,1,55,36
(06AS) DUDU RUMAH MENGGEMASKAN BIKIN JATUH CINTA SIAP DI HUNI SUASANA NYAMAN DI AREA TUBAGUS ISMAIL BANDUNG,https://www.rumah123.com/properti/bandung/hos9183194/,Bandung,"3,8 Miliar",4,2,1,253,175
(06AS) HUNIAN KLASIK BERSIH TERAWAT DI LINGKUNGAN ASRI AREA KOTA CIMAHI,https://www.rumah123.com/properti/cimahi/hos9183223/,Cimahi,"1,75 Miliar",4,2,0,208,190
JUAL RUMAH DESAIN SCANDINAVIAN BISA KPR HARGA MURAH DI MUTIARA GADING TIMUR KOTA BEKASI,https://www.rumah123.com/properti/bekasi/hos7971639/,Bekasi,635 Juta,3,1,1,85,50
BANAYAK BONUSNYA!!! Rumah syariah Dekat ke Kampus UPI Cibiru,https://www.rumah123.com/properti/bandung/hos9299184/,Bandung,463 Juta,2,1,1,71,36
RUMAH SUBSIDI TERBAIK DI KARAWANG TANPA DP,https://www.rumah123.com/properti/karawang/hos9527859/,Karawang,150 Juta,2,1,0,60,27
Rumah Nyaman ASRI KOMPLEK JALAN LEBAR STRATEGIS Jl Karya Bakti TANAH BARU Beji Depok Perbatasan Jakarta,https://www.rumah123.com/properti/depok/hos8659602/,Depok,"1,17 Miliar",3,1,0,130,100
Rumah 2 lantai siap huni strategis di Arcamanik antapani kota bandung ,https://www.rumah123.com/properti/bandung/hos9762704/,Bandung,"1,69 Miliar",4,2,2,119,125
Dijual Rumah 2 lantai di Padasuka,https://www.rumah123.com/properti/bandung/hos7977983/,Bandung,550 Juta,4,3,0,125,130
Jarang ada rumah harga manis di cluster Margahayu Raya,https://www.rumah123.com/properti/bandung/hos8202263/,Bandung,400 Juta,2,1,0,61,50
"Dijual / Disewakan Rumah KBP
Tatar Simakirana
(Depan Taman )",https://www.rumah123.com/properti/bandung/hos9760719/,Bandung,"1,45 Miliar",2,1,1,90,50
"Rumah 2 Lantai Cilodong Depok Dekat GDC, 5 Menit ke Jalan Raya Akses Tol, Stasiun",https://www.rumah123.com/properti/depok/hos9565827/,Depok,611 Juta,3,2,2,61,56
Rumah Luas Siap Huni akses jalan besar dekat stasiun dan alun alun Depok,https://www.rumah123.com/properti/bogor/hos8621603/,Bogor,524 Juta,2,1,0,72,45
Rumah 2 Lantai Depok Dekat Jalan Raya Pengasinan Siap Huni,https://www.rumah123.com/properti/depok/hos9747597/,Depok,850 Juta,3,2,1,70,69
Rumah Cantik Depok Nuansa Bali Hanya 10 Tol Jorr Desari Dekat Jakarta Selatan,https://www.rumah123.com/properti/depok/hos9757830/,Depok,550 Juta,2,1,1,68,38
Perumahan tambun Utara Bekasi ,https://www.rumah123.com/properti/bekasi/hos9501928/,Bekasi,358 Juta,3,1,1,72,36
Rumah Cluster Asera One South Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos7423619/,Bekasi,"2,3 Miliar",4,4,1,144,157
Rumah Dalam Cluster Heliconia Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9760194/,Bekasi,"2,35 Miliar",4,4,0,200,90
Rumah 2 Lantai Alexandria Premiere Dekat Exit Tol Cimanggis Tapos Depok,https://www.rumah123.com/properti/depok/hos9284777/,Depok,"1,04 Miliar",3,2,2,78,70
Rumah 2 Lantai Alexandria Premiere Dekat Tol Cimanggis Cibubur Tapos Depok,https://www.rumah123.com/properti/depok/hos8670630/,Depok,960 Juta,3,2,2,69,70
Rumah tambun luas 75 meter,https://www.rumah123.com/properti/bekasi/hos6062808/,Bekasi,180 Juta,2,1,0,75,30
rumah cash keras bebas banjir,https://www.rumah123.com/properti/bandung/hos8572756/,Bandung,320 Juta,2,2,1,84,60
RUMAH SUBSIDI BERKUALITAS DI TIMUR CIBUBUR,https://www.rumah123.com/properti/bogor/hos9527846/,Bogor,168 Juta,2,1,0,60,30
"Rumah 2 Lantai Cibubur Depok Gaya Bali Dekat Tol, Cibubur, Depok",https://www.rumah123.com/properti/depok/hos4473628/,Depok,925 Juta,3,2,0,103,56
Rumah cantik siap huni di aquatic garden,https://www.rumah123.com/properti/bekasi/hos9491677/,Bekasi,"1,8 Miliar",3,3,1,152,90
Rumah bagus dan cantik di garden fiesta,https://www.rumah123.com/properti/bekasi/hos9557761/,Bekasi,"1,65 Miliar",2,2,1,135,145
Rumah Krem Suasana Lingkungan Adem Hanya ada di Pondok Ungu dekat Harapan Indah,https://www.rumah123.com/properti/bekasi/hos6930020/,Bekasi,675 Juta,3,1,0,90,50
Rumah 2 lantai Harga Super Terjangkau dekat ke Bekasi Kota ,https://www.rumah123.com/properti/bekasi/hos9719351/,Bekasi,589 Juta,3,1,2,72,60
Rumah 3 Lantai View Danau Dekat Pintu Tol Bekasi,https://www.rumah123.com/properti/bekasi/hos9341488/,Bekasi,"1,19 Miliar",3,3,2,66,88
Cluster 2 Lantai Bekasi Kota Strategis Dekat Stasiun Dan Tol,https://www.rumah123.com/properti/bekasi/hos9625794/,Bekasi,"1,98 Miliar",3,2,1,77,95
FOR SALE !!! RUMAH USAHA MAINROAD ANTAPANI RAYA,https://www.rumah123.com/properti/bandung/hos9697852/,Bandung,"1,7 Miliar",2,3,2,150,101
Lokasi Strategis Tipe Shibuya di Mustika Village Sukamulya,https://www.rumah123.com/properti/bekasi/hos9537888/,Bekasi,180 Juta,2,1,0,60,27
Kondisi Baik Tipe Uptown Residence di Uptown Estate,https://www.rumah123.com/properti/bekasi/hos9531027/,Bekasi,864 Juta,3,3,0,82,68
Cluster Fashagriya di Podomoro Park Bandung Terfavorit,https://www.rumah123.com/properti/bandung/hos9532609/,Bandung,"1,61 Miliar",3,2,0,96,94
Siapa Cepat Dia Dapat....Rmh cantik siap huni,https://www.rumah123.com/properti/bogor/hos9720079/,Bogor,"1,4 Miliar",3,3,1,105,160
RUMAH SIAP HUNI + KOLAM RENANG AREA DEPAN SENTUL CITY,https://www.rumah123.com/properti/bogor/hos9629744/,Bogor,"3,5 Miliar",4,4,1,277,250
Siap huni ready stok blok f,https://www.rumah123.com/properti/bandung/hos9580233/,Bandung,220 Juta,2,1,0,50,30
Promo diskon,https://www.rumah123.com/properti/bandung/hos9481230/,Bandung,172 Juta,1,1,1,48,21
rumah cantik minimalis,https://www.rumah123.com/properti/bandung/hos7478485/,Bandung,211 Juta,2,2,0,120,70
RUMAH MINIMALIS MURAH.ARCAMANIK,https://www.rumah123.com/properti/bandung/hos7357728/,Bandung,1 Miliar,4,3,0,132,180
Rumah Cimahi  murah,https://www.rumah123.com/properti/bandung/hos6070715/,Bandung,480 Juta,2,1,1,66,40
RUMAH ANTAPANI,https://www.rumah123.com/properti/bandung/hos7319497/,Bandung,1 Miliar,4,2,0,98,140
RUMAH PODO MORO PARK. BUAH BATU,https://www.rumah123.com/properti/bandung/hos9342304/,Bandung,2 Miliar,2,2,0,90,95
Jual murah rumah di kota baru parahyangan bandung,https://www.rumah123.com/properti/bandung/hos9568242/,Bandung,"2,25 Miliar",3,1,0,200,225
Rumah baru dan mewah harva terjangkau dekat cinere mall,https://www.rumah123.com/properti/depok/hos9469368/,Depok,"3,7 Miliar",4,4,2,180,250
"Rumah Karya Arsitek, Minimalis Modern! View Bukit & Pegunungan Cigadung Dago",https://www.rumah123.com/properti/bandung/hos9719204/,Bandung,"2,19 Miliar",4,4,2,117,220
"Rumah Siap HUNI Bergaya Scandinavian di Lembang Asri, dekat Lembang Part and Zoo",https://www.rumah123.com/properti/bandung/hos9296437/,Bandung,"1,25 Miliar",3,3,1,130,87
Rumah Sariah anti riba,https://www.rumah123.com/properti/bandung/hos8921245/,Bandung,500 Juta,3,2,0,120,80
Rumah modern minimalis dibandung selatan,https://www.rumah123.com/properti/bandung/hos8921404/,Bandung,525 Juta,3,2,0,90,120
Rumah murah di Katapang siap huni,https://www.rumah123.com/properti/bandung/hos8921406/,Bandung,261 Juta,2,1,1,60,40
cepat rumah hook termurah di Taman harapan baru bekasi,https://www.rumah123.com/properti/bekasi/hos9673323/,Bekasi,600 Juta,2,2,1,105,80
RUMAH MURAH DESAIN Modren NON KPR,https://www.rumah123.com/properti/bandung/hos8580661/,Bandung,305 Juta,2,1,0,72,50
rumah lokasi strategis dekat exit tol pasteur bandung,https://www.rumah123.com/properti/bandung/hos9619417/,Bandung,"1,3 Miliar",3,3,1,77,65
Rumah mewah di cimahi dekat kota bandung,https://www.rumah123.com/properti/cimahi/hos9228551/,Bandung,"1,2 Miliar",3,3,2,120,83
"Rumah Lux Batununggal, cluster one gate system ekslusif di depan, Soekarno Hatta bandung",https://www.rumah123.com/properti/bandung/hos9717863/,Bandung,"2,8 Miliar",3,3,0,126,180
Rumah mewah harga murah,https://www.rumah123.com/properti/bandung/hos9167534/,Bandung,562 Juta,3,2,1,60,60
"Jual Rumah di Dekat ITB Dago, Cigadung, Cikutra, Kota Bandung",https://www.rumah123.com/properti/bandung/hos9214093/,Bandung,"1,75 Miliar",3,3,2,100,120
"Siap Huni Perumahan Mewah Dekat Jalan Utama di dekat Antapani, Arcamanik, Kota Bandung",https://www.rumah123.com/properti/bandung/hos9112891/,Bandung,"1,69 Miliar",4,3,1,119,125
Rumah sehat terawat sejuk dalam perumahan dekat cihideung lembang setiabudi bandung utara,https://www.rumah123.com/properti/bandung/hos8736644/,Bandung,"1,15 Miliar",3,2,1,109,87
"Dekat Unpad Jatinangor, Bisa Tambah Kolam Renang Rumah View Keren &amp; Strategis di dekat Exit Tol Cileunyi",https://www.rumah123.com/properti/bandung/hos8980648/,Bandung,745 Juta,2,2,1,120,50
rumah minimalis spek upgrade bebas banjir,https://www.rumah123.com/properti/bandung/hos7814539/,Bandung,300 Juta,2,2,0,70,50
Rumah murah di bulak indah,https://www.rumah123.com/properti/depok/hos9704862/,Depok,435 Juta,3,2,1,80,70
