name,city,bedroom,bathroom,parkingarea,surfacearea,buildingarea,price
Rumah Nyaman Siap Huni di Pancoran Mas Depok (5 Menit Ke Tol Desari),8,3,2,0,105,150,1650000000
RUMAH MURAH MINIMALIS DI UJUNG BERUNG,0,4,3,0,180,150,2750000000
Rumah 2 lantai 3 k.tdr siap huni di Cihanjuang Cimahi dekat ke sariwangi ciwaruga pasteur bandung,0,3,3,2,157,180,3250000000
RUMAH BARU MINIMALIS DI CIPAGERAN KARYA BAKTI,0,4,3,1,148,200,1750000000
rumah mewah cantik plus kolam renang,3,2,1,1,126,60,950000000
Rumah cantik siap huni di cibubur,0,4,6,2,240,300,2800000000
"Cluster Exclusif Bojong Kulur Bebas Banjir, One gate Sistem. Full Bata Merah. High Spek",2,3,3,1,94,135,1100000000
GRIYA DEPOK ASRI Fasilitas Umum Lengkap Rumah LUAS Nyaman STRATEGIS Di Depok 2 Tengah SUKMAJAYA,2,4,3,1,131,225,1600000000
The Promenade @ PHR- Prestigious and Quality Living  - 5 Minute to Summerecon Mall Bekasi,2,2,2,0,216,300,3200000000
Rumah Bersertifikat Murah dengan Lingkungan Nyaman di Sentul City,0,2,1,0,104,30,398000000
Rumah Minimalis Bersertifikat 2 Lantai di Sentul City,0,1,1,0,104,21,462000000
Rumah BARU SIAP HUNI Minimalis STRATEGIS Di TANAH BARU Depok Dekat Perbatasan Jagakarsa Jakarta,0,2,1,1,150,45,1050000000
Rumah BAGUS Minimalis STRATEGIS Dalam CLUSTER Nyaman Di KELAPA DUA Cimanggis Depok Siap Huni,8,2,1,1,65,40,525000000
"Rumah Cantik dan Office Dengan Harga Fantastis, Komp Bukit Ligar ~ Dago, Bandung Utara (LCY) (18)",8,2,1,1,75,45,600000000
RUMAH ASRI DI PARAKAN MAS INDAH BANDUNG (ROWO) (16),8,2,1,1,44,30,200000000
EMILY CLUSTER TYPE ELORAKONSEP RUMAH ADEM & SUASANA HIJAU VIEW DANAUDI SUMMARECON BANDUNG (ROWO) (36),3,2,1,1,60,36,245000000
RUMAH SIAP HUNI TAMAN BUKIT LAGADAR BANDUNG (ROWO) (36),8,2,1,1,70,45,300000000
Rinjani Rumah tinggal Nuansa Resort Bogor,12,2,1,1,60,30,150000000
Kerinci  Rumah Rasa Villa di Cikeas cibubur,2,3,3,1,144,157,2200000000
Rumah Cantik Halaman Luas di Dalam Komplek Setra Dago Antapani Kota Bandung,2,4,2,1,128,175,1050000000
Rumah  Mewah di jalan utama pasir putih akses 2 mobil (Shm) M.d,0,2,1,0,70,50,311000000
Rumah mewah andir di bandung kota dekat bandara dan rumah sakit,3,4,3,1,180,160,2000000000
Cukup DP 10 Juta untuk 5 unit pertama jalan radar auri cimanggis  Depok,2,3,2,2,99,88,1400000000
Rumah cantik diPondok ungu permai sektor v,2,4,3,2,154,125,2400000000
Rumah cantik harga menarik diharapan indah ,0,2,2,1,72,55,579000000
Rumah minimalis harga manis diperum harapan indah,0,4,3,2,100,150,1750000000
Cari Rumah Mewah di Depok Kawasan Elit Bisa KPR Syariah,10,2,1,0,100,60,700000000
Rumah BAGUS LUAS STRATEGIS Dekat Pintu TOL Desari & Mall DTC Samping Perumahan Maharaja Panmas Depok,10,3,2,1,91,88,900000000
PROMO DP 5JT All In Serpong Garden Village - Hunian Asri Berkualitas ,0,2,1,1,50,30,190000000
Promo DP 0% Golden Cikeas Home Like Living in Villa,0,2,1,1,36,50,165000000
Rumah konsep rumah sehat 7 menit kestasiun 2 menit keangkutan umum,5,3,3,0,105,77,1200000000
Rumah cluster cantik fasilitas lengkap harga ekonomis lokasi dekat RS Citra Medika dan Alun-Alun Kota Depok,5,3,3,1,83,67,900000000
Cluster 2 Lantai Exclusive ALA Scandinavian Lokasi 15 Menit Ke Stasiun Depok Lama,0,4,2,0,91,140,1350000000
Cluster Citra Indah City,2,2,1,0,72,45,350000000
PERUMAHAN MEWAH EKSKLUSIF PINGGIR JALAN UTAMA CIWASTRA KOTA BANDUNG,2,2,1,1,72,36,375000000
Pretigious Living Close Summarecon Mall Bekasi - The Promenade,8,3,3,0,127,90,1400000000
DP 5Jt All In GOLDEN Karawang- 45 HA The Biggest Natural Garden,2,3,2,2,240,180,2500000000
Villa mega indah estate,2,3,3,0,242,220,3300000000
Rumah Baru Cipayung Dijual Cepat Murah,10,2,2,1,91,81,1260000000
Promo Dasyat DP 0% Excellent Living Grand Duta City Kota Mandiri 100ha,2,3,2,1,100,150,1300000000
(06AS) BAGUS NIH ! BURUAN SURVEY YUK UNITNYA RUMAH ASRI DI AREA SUMBERSARI BANDUNG,2,3,2,1,94,117,900000000
PROMO DP 0% Cluster Paris Taman Puri Cendana Quality Famaly Living,0,3,2,1,150,120,1100000000
Promo Dasyat DP 0% Grand Duta City Bekasi - 200Ha Modern Township,3,2,1,0,84,36,650000000
PROMO DP 5Jt All in Golden Karawang City - The Biggest Natural Livinh,0,4,4,0,134,126,1500000000
Rumah Siap Huni Bebas Banjir Free Kitchen Set Dicitayam,2,3,2,0,60,60,730000000
(06AS) DUDU RUMAH MENGGEMASKAN BIKIN JATUH CINTA SIAP DI HUNI SUASANA NYAMAN DI AREA TUBAGUS ISMAIL BANDUNG,0,3,2,1,151,250,1750000000
(06AS) HUNIAN KLASIK BERSIH TERAWAT DI LINGKUNGAN ASRI AREA KOTA CIMAHI,3,3,2,1,108,162,950000000
JUAL RUMAH DESAIN SCANDINAVIAN BISA KPR HARGA MURAH DI MUTIARA GADING TIMUR KOTA BEKASI,0,2,2,0,70,55,550000000
BANAYAK BONUSNYA!!! Rumah syariah Dekat ke Kampus UPI Cibiru,0,4,4,1,150,170,2570000000
BEST PRICE ! RUMAH SIAP HUNI GEGERKALONG,10,2,1,1,66,35,531000000
RUMAH SUBSIDI TERBAIK DI KARAWANG TANPA DP,8,2,2,1,36,36,377000000
Rumah Nyaman ASRI KOMPLEK JALAN LEBAR STRATEGIS Jl Karya Bakti TANAH BARU Beji Depok Perbatasan Jakarta,3,2,1,1,60,36,350000000
Rumah 2 lantai siap huni strategis di Arcamanik antapani kota bandung ,3,2,1,0,105,50,785000000
Spesial Promo DP 0% The Mansion Bekasi Modern Luxury House,3,2,1,0,180,100,1700000000
Dijual Rumah 2 lantai di Padasuka,3,3,2,1,70,55,800000000
Turun harga! Dijual rumah minimalis 2 lantai di Arcamanik ke toserba Griya bisa jalan kaki ,0,3,2,0,76,237,2650000000
Rumah Minimalis View Pegunungan Sentul City Bogor,8,4,2,0,150,100,1400000000
Jarang ada rumah harga manis di cluster Margahayu Raya,0,4,2,0,253,175,3300000000
"Dijual / Disewakan Rumah KBP
Tatar Simakirana
(Depan Taman )",0,2,2,1,152,50,975000000
"Rumah 2 Lantai Cilodong Depok Dekat GDC, 5 Menit ke Jalan Raya Akses Tol, Stasiun",0,2,1,1,80,48,440000000
Rumah Luas Siap Huni akses jalan besar dekat stasiun dan alun alun Depok,0,2,1,1,100,45,695000000
Rumah 2 Lantai Depok Dekat Jalan Raya Pengasinan Siap Huni,1,3,3,0,96,80,995000000
Rumah Cantik Depok Nuansa Bali Hanya 10 Tol Jorr Desari Dekat Jakarta Selatan,3,3,3,2,150,100,1400000000
Cluster di Pusat Kota Depok Haneen Residence,3,3,2,0,37,50,395000000
Rumah ready DP 0% cukup bayar boking 5 juta a.iin,0,3,2,0,45,60,1310000000
Perumahan tambun Utara Bekasi ,0,3,2,0,45,60,1330000000
Rumah Cluster Asera One South Harapan Indah Bekasi,0,3,2,0,70,50,245000000
Rumah Dalam Cluster Heliconia Harapan Indah Bekasi,0,4,3,1,66,104,1420000000
Cepat Rumah Full Furnish Cluster Asia Tropis Harapan Indah,3,3,3,0,120,180,950000000
Rumah 2 Lantai Alexandria Premiere Dekat Exit Tol Cimanggis Tapos Depok,2,2,1,1,72,47,460000000
Rumah 2 Lantai Alexandria Premiere Dekat Tol Cimanggis Cibubur Tapos Depok,0,4,2,0,126,160,2000000000
Rumah tambun luas 75 meter,3,3,2,0,80,45,560000000
rumah cash keras bebas banjir,8,2,1,1,60,36,350000000
RUMAH SUBSIDI BERKUALITAS DI TIMUR CIBUBUR,0,3,2,0,100,70,382000000
Jual rumah di kota baru parahyangan,0,2,1,0,40,30,166000000
Villa Citra Bantarjati Jl Anggrek ,0,2,1,1,60,40,221000000
KBP Nayapati,0,2,1,1,55,36,135000000
"Rumah 2 Lantai Cibubur Depok Gaya Bali Dekat Tol, Cibubur, Depok",8,3,2,2,71,61,870000000
Rumah Depok Pekapuran 2 Lantai Skandinavian Akses ke 2 Tol Cimanggis dan Cijago,8,2,2,2,51,60,749000000
"Rumah baru siap huni! Cuma 1unit buruan, SHM+IMB, Komplek Deppen HBTB dekat ke Stasiun Lrt Cibubur",8,2,2,2,63,51,747000000
Rumah cantik siap huni di aquatic garden,8,4,3,0,180,120,1700000000
Rumah bagus dan cantik di garden fiesta,8,2,1,1,77,40,500000000
Rumah Krem Suasana Lingkungan Adem Hanya ada di Pondok Ungu dekat Harapan Indah,0,1,3,0,181,300,1500000000
Rumah 2 lantai Harga Super Terjangkau dekat ke Bekasi Kota ,8,2,1,0,55,36,230000000
Rumah 3 Lantai View Danau Dekat Pintu Tol Bekasi,8,2,1,0,60,36,250000000
Cluster 2 Lantai Bekasi Kota Strategis Dekat Stasiun Dan Tol,8,2,1,1,82,38,494000000
FOR SALE !!! RUMAH USAHA MAINROAD ANTAPANI RAYA,3,3,2,0,96,70,750000000
Lokasi Strategis Tipe Shibuya di Mustika Village Sukamulya,0,3,2,0,220,110,2500000000
Kondisi Baik Tipe Uptown Residence di Uptown Estate,0,2,2,1,62,117,1690000000
Cluster Fashagriya di Podomoro Park Bandung Terfavorit,2,2,1,0,60,36,450000000
Siapa Cepat Dia Dapat....Rmh cantik siap huni,2,2,1,0,90,66,1100000000
RUMAH SIAP HUNI + KOLAM RENANG AREA DEPAN SENTUL CITY,2,2,1,0,73,45,500000000
[Proses Renovasi] Rumah idaman murah dan strategis siap huni,2,3,3,2,217,250,3500000000
Siap huni ready stok blok f,2,2,1,1,90,70,890000000
Rumah idaman keluarga,8,4,2,1,233,200,2200000000
Promo diskon,0,2,1,1,60,40,165000000
rumah cantik minimalis,8,3,3,2,84,75,1260000000
"Hunian Scandanavian Cantik Di Kavling Kelapa Dua Padurenan, Mustika Jaya - Bekasi",2,2,2,2,65,53,700000000
RUMAH MINIMALIS MURAH.ARCAMANIK,2,2,2,1,60,51,900000000
Rumah Cimahi  murah,3,2,1,1,66,37,230000000
murah rumah di batununggal bandung,0,3,2,0,120,76,528000000
RUMAH ANTAPANI,0,4,2,0,105,150,1250000000
RUMAH PODO MORO PARK. BUAH BATU,8,2,1,2,100,45,750000000
Jual murah rumah di kota baru parahyangan bandung,3,2,1,0,90,45,780000000
"Rumah ala pedesaan yang sejuk tanpa depe banyak hadiah! Pabuaran, Depok! SHM",8,3,2,1,76,66,802000000
Potongan 100 juta rumah ala jepang! Belakang lotte mart Pakansari! SHM,8,2,1,1,90,55,720000000
Rumah pinggir jalan raya cuma modal 500 ribu! 15 menit stasiun Citayam! SHM,8,3,2,1,75,70,800000000
Rumah baru dan mewah harva terjangkau dekat cinere mall,0,3,2,2,61,50,693000000
"Rumah Karya Arsitek, Minimalis Modern! View Bukit & Pegunungan Cigadung Dago",0,3,2,1,80,46,389000000
"Rumah Siap HUNI Bergaya Scandinavian di Lembang Asri, dekat Lembang Part and Zoo",2,3,2,0,128,200,1500000000
